2016/06/16 05:51:20.348165:	RESET
2016/06/16 05:57:38.523118:	FgRFS0VZAQH//4SqwaRPCzAJFgRFUFJPAQEA/4SqzYpDCzAJFgRFU0VDAQEA/4eT
2016/06/16 05:57:38.525115:	reRugYEwfxYEcmtybjF3/4SinaZUOjA4FgRER1NUBDAvlREI/jSY4odYczfOewh5
2016/06/16 05:57:38.539563:	zwyNkyRp8MtI0Lpo6jxgPZyq0AdXcaJMhWqYBX21Su3/hKqtilkLMAkWBEVLRVkB
2016/06/16 05:57:38.542113:	Af//hKrBpE8LMAkWBEVQUk8BAQD/hKrNikMLMAkWBEVTRUMBAf//h5Oxzm+BgTB/
2016/06/16 05:57:38.545149:	FgRybGdvMXf/hKKdplQ6MDgWBERHU1QEMNuLt3++KULkKBWbLDGlJvTKu0QHZ7VX
2016/06/16 05:57:38.558097:	Ni2gaWhWDgxU94cQDfVpccwr6qb+sG2pVf+Eqq2KWQswCRYERUtFWQEB//+EqsGk
2016/06/16 05:57:38.560280:	TwswCRYERVBSTwEBAP+Eqs2KQwswCRYERVNFQwEB//+Hk73maYGBMH8WBHJvc2kx
2016/06/16 05:57:38.561206:	d/+Eop2mVDowOBYEREdTVAQwD8Ogqfjr3woJlOgCGzBfZqjOzMECEMsv8mEy0wQV
2016/06/16 05:57:38.573656:	PTJ6t1DMnXBkMk+REHfUhRKb/4SqrYpZCzAJFgRFS0VZAQH//4SqwaRPCzAJFgRF
2016/06/16 05:57:38.575155:	UFJPAQEA/4SqzYpDCzAJFgRFU0VDAQH//4eTzcpwgacwgaQWBHJzZXAxgZv/hKKd
2016/06/16 05:57:38.587530:	plQ6MDgWBERHU1QEMLY/sK4bTjmf/hXa9GGQnPzSnTjJdESoea8DcbZfJ6oK6jUf
2016/06/16 05:57:38.588966:	saXO3Mq42LFdLPen2P+Eos2KQwswCRYERFNFQwEB//+Eqq2KWQswCRYERUtFWQEB
2016/06/16 05:57:38.590556:	//+EqsGkTwswCRYERVBSTwEBAP+Eqs2KQwswCRYERVNFQwEBAP+Gq83SYwswCRYE
2016/06/16 05:57:38.601571:	ZXNpYwEB//+Hm5XgaYGVMIGSFgRzZXBpMYGJ/4SinaZUOjA4FgRER1NUBDDiu1t9
2016/06/16 05:57:38.602064:	A9Xd/kO7UP5ixW4nSOFVOjW4+HKzKP0bRvWEg6z4TNhc6CyfdS8vLbLbLhn/hKLN
2016/06/16 05:57:38.603254:	ikMLMAkWBERTRUMBAf//hKqtilkLMAkWBEVLRVkBAf//hKrBpE8LMAkWBEVQUk8B
2016/06/16 05:57:38.619952:	AQD/hKrNikMLMAkWBEVTRUMBAQAwLQYJKoZIhvdjZAYJBCBEGf91u1y5M2ZZUvpg
2016/06/16 05:57:38.621068:	3Q6BAiBvsM7tFQ22pB1w4Ogf1zAMBggqhkjOPQQDAgUAA0kAMEYCIQC5isrm05Bn
2016/06/16 05:57:38.634979:	iIYEXYm1uiV6u3hWNwltG6xOvFfAl86NDgIhAIO3eOU4uff5e46u5okxnmEqO5sT
2016/06/16 05:57:38.637283:	N3qjBhuk6EoBo2lr
2016/06/16 05:57:38.638839:	-----END CERTIFICATE-----
2016/06/16 05:57:38.639795:	
2016/06/16 05:57:38.640775:	_AMFDRHttpMessageSendSync: vvvvvvvvvvvvvvvvvvvvvvvvv END httpResponse vvvvvvvvvvvvvvvvvvvvvvvvv
2016/06/16 05:57:38.651566:	SEP certification successfully completed
2016/06/16 05:57:38.652889:	[21:56:08.0130-GMT]{4>6} CHECKPOINT END: RESTORED:[0x0637] certify_sep
2016/06/16 05:57:38.665527:	executing /usr/sbin/nvram restore-step-ids={}
2016/06/16 05:57:38.681663:	executing /usr/sbin/nvram restore-step-names={}
2016/06/16 05:57:38.706432:	[21:56:08.0180-GMT]{4>6} CHECKPOINT BEGIN: RESTORED:[0x064D] check_mounted
2016/06/16 05:57:38.723775:	executing /usr/sbin/nvram restore-step-ids={0x1003064D:87}
2016/06/16 05:57:38.736683:	executing /usr/sbin/nvram restore-step-names={0x1003064D:check_mounted}
2016/06/16 05:57:38.770044:	[21:56:08.0234-GMT]{4>6} CHECKPOINT BEGIN: MOUNTED:[0x0F00] fixup_var
2016/06/16 05:57:38.773928:	executing /usr/sbin/nvram restore-step-ids={0x1003064D:87;0x10030F00:88}
2016/06/16 05:57:38.800042:	executing /usr/sbin/nvram restore-step-names={0x1003064D:check_mounted;0x10030F00:fixup_var}
2016/06/16 05:57:38.811964:	entering fixup_var
2016/06/16 05:57:38.812035:	restored image did not include /private/var
2016/06/16 05:57:38.825197:	[21:56:08.0298-GMT]{4>6} CHECKPOINT END: MOUNTED:[0x0F00] fixup_var
2016/06/16 05:57:38.825267:	executing /usr/sbin/nvram restore-step-ids={0x1003064D:87}
2016/06/16 05:57:38.859525:	executing /usr/sbin/nvram restore-step-names={0x1003064D:check_mounted}
2016/06/16 05:57:38.874469:	[21:56:08.0351-GMT]{4>6} CHECKPOINT BEGIN: MOUNTED:[0x0F01] restore_ota_logs
2016/06/16 05:57:38.890706:	executing /usr/sbin/nvram restore-step-ids={0x1003064D:87;0x10030F01:89}
2016/06/16 05:57:38.905480:	executing /usr/sbin/nvram restore-step-names={0x1003064D:check_mounted;0x10030F01:restore_ota_logs}
2016/06/16 05:57:38.922272:	Successfully restored OTA logs
2016/06/16 05:57:38.937443:	[21:56:08.0412-GMT]{4>6} CHECKPOINT END: MOUNTED:[0x0F01] restore_ota_logs
2016/06/16 05:57:38.938139:	executing /usr/sbin/nvram restore-step-ids={0x1003064D:87}
2016/06/16 05:57:38.973329:	executing /usr/sbin/nvram restore-step-names={0x1003064D:check_mounted}
2016/06/16 05:57:38.985674:	[21:56:08.0466-GMT]{4>6} CHECKPOINT BEGIN: MOUNTED:[0x0F03] modify_fstab
2016/06/16 05:57:39.003526:	executing /usr/sbin/nvram restore-step-ids={0x1003064D:87;0x10030F03:90}
2016/06/16 05:57:39.017467:	executing /usr/sbin/nvram restore-step-names={0x1003064D:check_mounted;0x10030F03:modify_fstab}
2016/06/16 05:57:39.034313:	entering modify_fstab
2016/06/16 05:57:39.055086:	creating directory (owner=0 group=0 mode=755) /mnt1/private
2016/06/16 05:57:39.056533:	creating directory (owner=0 group=0 mode=755) /mnt1/private/var
2016/06/16 05:57:39.072201:	creating directory (owner=0 group=0 mode=755) /mnt1/private/var/wireless
2016/06/16 05:57:39.073843:	creating directory (owner=0 group=0 mode=755) /mnt1/private/var/wireless/baseband_data
2016/06/16 05:57:39.090430:	Created /mnt1/private/var/wireless/baseband_data
2016/06/16 05:57:39.096500:	creating directory (owner=0 group=0 mode=755) /mnt1/private/var/logs
2016/06/16 05:57:39.098049:	Created /mnt1/private/var/logs
2016/06/16 05:57:39.110017:	no fstab found on system partition
2016/06/16 05:57:39.118647:	[21:56:08.0575-GMT]{4>6} CHECKPOINT END: MOUNTED:[0x0F03] modify_fstab
2016/06/16 05:57:39.124687:	executing /usr/sbin/nvram restore-step-ids={0x1003064D:87}
2016/06/16 05:57:39.135900:	executing /usr/sbin/nvram restore-step-names={0x1003064D:check_mounted}
2016/06/16 05:57:39.151597:	[21:56:08.0629-GMT]{4>6} CHECKPOINT BEGIN: MOUNTED:[0x0F04] create_partition_mountpoints
2016/06/16 05:57:39.163829:	executing /usr/sbin/nvram restore-step-ids={0x1003064D:87;0x10030F04:91}
2016/06/16 05:57:39.194118:	executing /usr/sbin/nvram restore-step-names={0x1003064D:check_mounted;0x10030F04:create_partition_mountpoints}
2016/06/16 05:57:39.209242:	entering create_partition_mountpoints
2016/06/16 05:57:39.209351:	creating directory (owner=0 group=0 mode=755) /mnt2/wireless
2016/06/16 05:57:39.225290:	creating directory (owner=0 group=0 mode=755) /mnt2/wireless/baseband_data
2016/06/16 05:57:39.227160:	creating directory (owner=0 group=0 mode=755) /mnt2/logs
2016/06/16 05:57:39.241267:	[21:56:08.0712-GMT]{4>6} CHECKPOINT END: MOUNTED:[0x0F04] create_partition_mountpoints
2016/06/16 05:57:39.241361:	executing /usr/sbin/nvram restore-step-ids={0x1003064D:87}
2016/06/16 05:57:39.276185:	executing /usr/sbin/nvram restore-step-names={0x1003064D:check_mounted}
2016/06/16 05:57:39.290821:	[21:56:08.0767-GMT]{4>6} CHECKPOINT BEGIN: MOUNTED:[0x0F05] factory_restore_marker
2016/06/16 05:57:39.305589:	executing /usr/sbin/nvram restore-step-ids={0x1003064D:87;0x10030F05:92}
2016/06/16 05:57:39.327138:	executing /usr/sbin/nvram restore-step-names={0x1003064D:check_mounted;0x10030F05:factory_restore_marker}
2016/06/16 05:57:39.359282:	entering create_factory_restore_marker
2016/06/16 05:57:39.365199:	[21:56:08.0831-GMT]{4>6} CHECKPOINT END: MOUNTED:[0x0F05] factory_restore_marker
2016/06/16 05:57:39.366280:	executing /usr/sbin/nvram restore-step-ids={0x1003064D:87}
2016/06/16 05:57:39.392207:	executing /usr/sbin/nvram restore-step-names={0x1003064D:check_mounted}
2016/06/16 05:57:39.408241:	[21:56:08.0885-GMT]{4>6} CHECKPOINT END: RESTORED:[0x064D] check_mounted
2016/06/16 05:57:39.429358:	executing /usr/sbin/nvram restore-step-ids={}
2016/06/16 05:57:39.434330:	executing /usr/sbin/nvram restore-step-names={}
2016/06/16 05:57:39.465519:	[21:56:08.0935-GMT]{4>6} CHECKPOINT BEGIN: RESTORED:[0x0650] clear_nvram
2016/06/16 05:57:39.465610:	executing /usr/sbin/nvram restore-step-ids={0x10030650:93}
2016/06/16 05:57:39.482702:	executing /usr/sbin/nvram restore-step-names={0x10030650:clear_nvram}
2016/06/16 05:57:39.517080:	entering clear_nvram
2016/06/16 05:57:39.517248:	[21:56:08.0991-GMT]{4>6} CHECKPOINT END: RESTORED:[0x0650] clear_nvram
2016/06/16 05:57:39.517347:	executing /usr/sbin/nvram restore-step-ids={}
2016/06/16 05:57:39.546240:	executing /usr/sbin/nvram restore-step-names={}
2016/06/16 05:57:39.570663:	[21:56:09.0041-GMT]{4>6} CHECKPOINT BEGIN: RESTORED:[0x0639] persistent_boot_args
2016/06/16 05:57:39.579765:	executing /usr/sbin/nvram restore-step-ids={0x10030639:94}
2016/06/16 05:57:39.597625:	executing /usr/sbin/nvram restore-step-names={0x10030639:persistent_boot_args}
2016/06/16 05:57:39.617519:	entering set_persistent_boot_args
2016/06/16 05:57:39.626354:	[21:56:09.
2016/06/16 05:57:39.632220:	0100-GMT]{4>6} CHECKPOINT END: RESTORED:[0x0639] persistent_boot_args
2016/06/16 05:57:39.641436:	executing /usr/sbin/nvram restore-step-ids={}
2016/06/16 05:57:39.666231:	executing /usr/sbin/nvram restore-step-names={}
2016/06/16 05:57:39.681393:	[21:56:09.0151-GMT]{4>6} CHECKPOINT BEGIN: RESTORED:[0x063A] update_syscfg
2016/06/16 05:57:39.684341:	executing /usr/sbin/nvram restore-step-ids={0x1003063A:95}
2016/06/16 05:57:39.706291:	executing /usr/sbin/nvram restore-step-names={0x1003063A:update_syscfg}
2016/06/16 05:57:39.722266:	entering update_syscfg
2016/06/16 05:57:39.722382:	update_syscfg: nothing to update
2016/06/16 05:57:39.737219:	no provisioning data to ack
2016/06/16 05:57:39.737284:	[21:56:09.0214-GMT]{4>6} CHECKPOINT END: RESTORED:[0x063A] update_syscfg
2016/06/16 05:57:39.739611:	executing /usr/sbin/nvram restore-step-ids={}
2016/06/16 05:57:39.770604:	executing /usr/sbin/nvram restore-step-names={}
2016/06/16 05:57:39.785458:	[21:56:09.0265-GMT]{4>6} CHECKPOINT BEGIN: RESTORED:[0x063B] set_nvram_variables
2016/06/16 05:57:39.803086:	executing /usr/sbin/nvram restore-step-ids={0x1003063B:96}
2016/06/16 05:57:39.818445:	executing /usr/sbin/nvram restore-step-names={0x1003063B:set_nvram_variables}
2016/06/16 05:57:39.849654:	[21:56:09.0320-GMT]{4>6} CHECKPOINT END: RESTORED:[0x063B] set_nvram_variables
2016/06/16 05:57:39.849731:	executing /usr/sbin/nvram restore-step-ids={}
2016/06/16 05:57:39.869305:	executing /usr/sbin/nvram restore-step-names={}
2016/06/16 05:57:39.900651:	[21:56:09.0370-GMT]{4>6} CHECKPOINT BEGIN: RESTORED:[0x063C] verify_fdr_data
2016/06/16 05:57:39.903710:	executing /usr/sbin/nvram restore-step-ids={0x1003063C:97}
2016/06/16 05:57:39.933888:	executing /usr/sbin/nvram restore-step-names={0x1003063C:verify_fdr_data}
2016/06/16 05:57:39.945698:	entering RestoredFDRRecover
2016/06/16 05:57:39.945941:	_copyDataInstanceForSealingMapEntry: Could not query MobileGestalt for key 'MesaSerialNumber'
2016/06/16 05:57:39.962536:	_AMFDRSealingManifestHasBooleanEntitlement: no sealing manifest in options
2016/06/16 05:57:39.962889:	AMFDRAPTicketAllowsIncompleteData: Sealing manifest not present.
2016/06/16 05:57:39.979650:	AMFDRDataApTicketIsTrusted: AMFDRDataApTicketIsTrusted returning true
2016/06/16 05:57:39.979960:	AMFDRDataApTicketIsTrusted: AMFDRDataApTicketIsTrusted returning true
2016/06/16 05:57:39.993740:	_AMFDRSealingMapCopyDataClassesAndInstances: Failed to get data instance for data class 'FSCl', but incomplete or unsealed data entitlement is present
2016/06/16 05:57:40.011654:	_copyDataInstanceForSealingMapEntry: Could not query MobileGestalt for key 'MesaSerialNumber'
2016/06/16 05:57:40.011999:	_AMFDRSealingManifestHasBooleanEntitlement: no sealing manifest in options
2016/06/16 05:57:40.025231:	AMFDRAPTicketAllowsIncompleteData: Sealing manifest not present.
2016/06/16 05:57:40.025592:	AMFDRDataApTicketIsTrusted: AMFDRDataApTicketIsTrusted returning true
2016/06/16 05:57:40.027878:	AMFDRDataApTicketIsTrusted: AMFDRDataApTicketIsTrusted returning true
2016/06/16 05:57:40.042618:	_AMFDRSealingMapCopyDataClassesAndInstances: Failed to get data instance for data class 'hop0', but incomplete or unsealed data entitlement is present
2016/06/16 05:57:40.060872:	_copyDataInstanceForSealingMapEntry: Could not query MobileGestalt for key 'MesaSerialNumber'
2016/06/16 05:57:40.061662:	_AMFDRSealingManifestHasBooleanEntitlement: no sealing manifest in options
2016/06/16 05:57:40.074441:	AMFDRAPTicketAllowsIncompleteData: Sealing manifest not present.
2016/06/16 05:57:40.075354:	AMFDRDataApTicketIsTrusted: AMFDRDataApTicketIsTrusted returning true
2016/06/16 05:57:40.092266:	AMFDRDataApTicketIsTrusted: AMFDRDataApTicketIsTrusted returning true
2016/06/16 05:57:40.108016:	_AMFDRSealingMapCopyDataClassesAndInstances: Failed to get data instance for data class 'NvMR', but incomplete or unsealed data entitlement is present
2016/06/16 05:57:40.108802:	AMSupportPlatformCreateBufferFromNativeFilePath: open failed: No such file or directory
2016/06/16 05:57:40.122918:	AMSupportPlatformCreateBufferFromNativeFilePath: /mnt1/System/Library/Caches/com.apple.factorydata/seal-00008010-001620C230A0213A
2016/06/16 05:57:40.124669:	AMFDRCreateError: AMFDRDataLocalCopy: Failed to read data: code=4
2016/06/16 05:57:40.140056:	AMFDRCreateError: AMFDRDataCopy: seal:00008010-001620C230A0213A get data failed - foundData is NULL: code=10
2016/06/16 05:57:40.153737:	AMFDRSealedDataPopulate: Failed to fetch data for seal:00008010-001620C230A0213A.
2016/06/16 05:57:40.158288:	AMSupportPlatformCreateBufferFromNativeFilePath: open failed: No such file or directory
2016/06/16 05:57:40.170045:	AMSupportPlatformCreateBufferFromNativeFilePath: /mnt1/System/Library/Caches/com.apple.factorydata/bbcl-00000060-A001189410248261F99C1725
2016/06/16 05:57:40.171495:	AMFDRCreateError: AMFDRDataLocalCopy: Failed to read data: code=4
2016/06/16 05:57:40.185988:	AMFDRCreateError: AMFDRDataCopy: bbcl:00000060-A001189410248261F99C1725 get data failed - foundData is NULL: code=10
2016/06/16 05:57:40.202082:	AMFDRSealedDataPopulate: Failed to fetch data for bbcl:00000060-A001189410248261F99C1725.
2016/06/16 05:57:40.204589:	AMSupportPlatformCreateBufferFromNativeFilePath: open failed: No such file or directory
2016/06/16 05:57:40.220447:	AMSupportPlatformCreateBufferFromNativeFilePath: /mnt1/System/Library/Caches/com.apple.factorydata/bbpv-00000060-A001189410248261F99C1725
2016/06/16 05:57:40.226557:	AMFDRCreateError: AMFDRDataLocalCopy: Failed to read data: code=4
2016/06/16 05:57:40.235930:	AMFDRCreateError: AMFDRDataCopy: bbpv:00000060-A001189410248261F99C1725 get data failed - foundData is NULL: code=10
2016/06/16 05:57:40.250935:	AMFDRSealedDataPopulate: Failed to fetch data for bbpv:00000060-A001189410248261F99C1725, but it may be generated by the restore
2016/06/16 05:57:40.254715:	AMSupportPlatformCreateBufferFromNativeFilePath: open failed: No such file or directory
2016/06/16 05:57:40.266156:	AMSupportPlatformCreateBufferFromNativeFilePath: /mnt1/System/Library/Caches/com.apple.factorydata/bbpc-00000060-A001189410248261F99C1725
2016/06/16 05:57:40.283789:	AMFDRCreateError: AMFDRDataLocalCopy: Failed to read data: code=4
2016/06/16 05:57:40.285111:	AMFDRCreateError: AMFDRDataCopy: bbpc:00000060-A001189410248261F99C1725 get data failed - foundData is NULL: code=10
2016/06/16 05:57:40.302691:	AMFDRSealedDataPopulate: Failed to fetch data for bbpc:00000060-A001189410248261F99C1725.
2016/06/16 05:57:40.317408:	AMSupportPlatformCreateBufferFromNativeFilePath: open failed: No such file or directory
2016/06/16 05:57:40.329659:	AMSupportPlatformCreateBufferFromNativeFilePath: /mnt1/System/Library/Caches/com.apple.factorydata/pcrt-ec2db8251d5a2bd780fa57f62ff218e95874bef5
2016/06/16 05:57:40.338045:	AMFDRCreateError: AMFDRDataLocalCopy: Failed to read data: code=4
2016/06/16 05:57:40.351495:	AMFDRCreateError: AMFDRDataCopy: pcrt:ec2db8251d5a2bd780fa57f62ff218e95874bef5 get data failed - foundData is NULL: code=10
2016/06/16 05:57:40.358538:	AMFDRSealedDataPopulate: Failed to fetch data for pcrt:ec2db8251d5a2bd780fa57f62ff218e95874bef5, but it may be generated by the restore
2016/06/16 05:57:40.371451:	AMFDRCreateError: AMFDRSealedDataPopulate: kAMFDRServerErrorNotFound:Failed to fetch data for instances (
2016/06/16 05:57:40.377508:	    "bbcl-00000060-A001189410248261F99C1725",
2016/06/16 05:57:40.387489:	    "bbpv-00000060-A001189410248261F99C1725",
2016/06/16 05:57:40.393701:	    "bbpc-00000060-A001189410248261F99C1725",
2016/06/16 05:57:40.403537:	    "pcrt-ec2db8251d5a2bd780fa57f62ff218e95874bef5"
2016/06/16 05:57:40.412487:	): code=404
2016/06/16 05:57:40.419754:	AMFDRSealedDataPopulate: Skipping manifest check, missing required instances: (
2016/06/16 05:57:40.426073:	    "bbcl-00000060-A001189410248261F99C1725",
2016/06/16 05:57:40.429778:	    "bbpv-00000060-A001189410248261F99C1725",
2016/06/16 05:57:40.432510:	    "bbpc-00000060-A001189410248261F99C1725"
2016/06/16 05:57:40.433310:	)
2016/06/16 05:57:40.433894:	AMFDRDataRecover: Local FDR Data missing, attempting to recover.
2016/06/16 05:57:40.453707:	_AMFDRDecodeVerifyChain: PKI: verify cert was issued by trusted root 0
2016/06/16 05:57:40.464272:	AMFDRDecodeCertificate: ClientID extension not found
2016/06/16 05:57:40.470431:	AMFDRDecodeCertificate: Certificate Properties extension not found
2016/06/16 05:57:40.477895:	AMFDRDecodeVerifyCertIssuer: PKI: cert was not issued by issuer (subject != issuer)
2016/06/16 05:57:40.484435:	_AMFDRDecodeVerifyChain: end of trusted root sequence found root_cert=1
2016/06/16 05:57:40.485924:	_AMFDRDecodeVerifyChain: PKI: check payload hash with signature (success)
2016/06/16 05:57:40.502883:	_AMFDRDecodeVerifyDataCallback: Unsupported tag found in manifest 'srvn'
2016/06/16 05:57:40.509060:	_AMFDRDecodeVerifyDataCallback: Unsupported tag found in manifest 'clid'
2016/06/16 05:57:40.515926:	AMFDRDataVerifyInternal: AMFDRDataVerifyInternal: AMFDRDecodeEvaluateTrust scrt:00008010-001620C230A0213A returned code=0x0000000000000100
2016/06/16 05:57:40.516993:	AMFDRCreateError: AMFDRDataVerifyInternal: trust verification error code=0x0000000000000100 for scrt:00008010-001620C230A0213A: code=18
2016/06/16 05:57:40.530264:	AMFDRCreateError: trustError=0x0000000000000100
2016/06/16 05:57:40.538057:	_AMFDRDecodeVerifyChain: PKI: verify cert was issued by trusted root 0
2016/06/16 05:57:40.538987:	AMFDRDecodeCertificate: ClientID extension not found
2016/06/16 05:57:40.549386:	AMFDRDecodeCertificate: Certificate Properties extension not found
2016/06/16 05:57:40.550031:	AMFDRDecodeVerifyCertIssuer: PKI: cert was not issued by issuer (subject != issuer)
2016/06/16 05:57:40.550431:	_AMFDRDecodeVerifyChain: end of trusted root sequence found root_cert=1
2016/06/16 05:57:40.559445:	_AMFDRDecodeVerifyChain: PKI: check payload hash with signature (success)
2016/06/16 05:57:40.559518:	_AMFDRDecodeVerifyDataCallback: Unsupported tag found in manifest 'srvn'
2016/06/16 05:57:40.559653:	_AMFDRDecodeVerifyDataCallback: Unsupported tag found in manifest 'clid'
2016/06/16 05:57:40.559778:	AMFDRDataVerifyInternal: AMFDRDataVerifyInternal: AMFDRDecodeEvaluateTrust ccrt:00008010-001620C230A0213A returned code=0x0000000000000100
2016/06/16 05:57:40.569549:	AMFDRCreateError: AMFDRDataVerifyInternal: trust verification error code=0x0000000000000100 for ccrt:00008010-001620C230A0213A: code=18
2016/06/16 05:57:40.569642:	AMFDRCreateError: trustError=0x0000000000000100
2016/06/16 05:57:40.589318:	AMFDRCreateError: AMFDRSealedDataVerify: Data instances (
2016/06/16 05:57:40.590466:	    "bbcl-00000060-A001189410248261F99C1725",
2016/06/16 05:57:40.591054:	    "bbpv-00000060-A001189410248261F99C1725",
2016/06/16 05:57:40.602886:	    "bbpc-00000060-A001189410248261F99C1725",
2016/06/16 05:57:40.603031:	    "pcrt-ec2db8251d5a2bd780fa57f62ff218e95874bef5"
2016/06/16 05:57:40.603776:	) missing.
2016/06/16 05:57:40.617908:	Data instances <CFBasicHash 0x15fe247b0 [0x100e9a9d8]>{type = mutable dict, count = 2,
2016/06/16 05:57:40.619180:	entries =>
2016/06/16 05:57:40.634844:		0 : <CFString 0x15fd3b5a0 [0x100e9a9d8]>{contents = "scrt-00008010-001620C230A0213A"} = <CFNumber 0xb000000000001003 [0x100e9a9d8]>{value = +256, type = kCFNumberSInt64Type}
2016/06/16 05:57:40.649949:		2 : <CFString 0x15fd10f80 [0x100e9a9d8]>{contents = "ccrt-00008010-001620C230A0213A"} = <CFNumber 0xb000000000001003 [0x100e9a9d8]>{value = +256, type = kCFNumberSInt64Type}
2016/06/16 05:57:40.651996:	}
2016/06/16 05:57:40.653427:	 did not verify. Verification failed.: code=18
2016/06/16 05:57:40.666554:	AMFDRSealedDataVerify: Missing data instances.  Sealing manifest will be discarded from AMFDRSealedDataRef.
2016/06/16 05:57:40.668480:	AMFDRSetOptions: optionsDict is NULL
2016/06/16 05:57:40.670022:	AMFDRDataRecover: Local FDR Data verification failure, attempting to recover.
2016/06/16 05:57:40.682987:	AMSupportPlatformCreateBufferFromNativeFilePath: open failed: No such file or directory
2016/06/16 05:57:40.685532:	AMSupportPlatformCreateBufferFromNativeFilePath: /mnt1/System/Library/Caches/com.apple.factorydata/cookie
2016/06/16 05:57:40.698585:	AMFDRDataHTTPLoadPersistent: failed to read cookie from file
2016/06/16 05:57:40.699223:	_AMFDRHttpRequestSendSyncNoRetry: No cookie found
2016/06/16 05:57:40.716524:	_InsertHeader: Skipping empty HTTP header
2016/06/16 05:57:40.718249:	Jun 15 21:56:10 PurpleReverseProxy[7] <Notice>: PurpleReverseProxyService.c:157(sendANotification): sending a client notification that the proxy is online
2016/06/16 05:57:40.729615:	Jun 15 21:56:10 PurpleReverseProxy[7] <Error>: RPSocket.cpp:488(RPSocketReadBuffer): EOF on <RPSocket 0x103e007d0: NotifyConn fd=13>
2016/06/16 05:57:40.746823:	Jun 15 21:56:10 PurpleReverseProxy[7] <Notice>: RPSocket.cpp:135(reset_stats): Reset stats for <RPSocket 0x103d070e0: Host-3006c83e614fd4a1419ac241 fd=15> after reading 10 bytes and writing 135 bytes
2016/06/16 05:57:40.761734:	Jun 15 21:56:10 PurpleReverseProxy[7] <Error>: RPSocket.cpp:533(RPSocketReadDictionary): failed to read length from <RPSocket 0x103e007d0: NotifyConn fd=13>
2016/06/16 05:57:40.796057:	Jun 15 21:56:10 PurpleReverseProxy[7] <Notice>: RPSocket.cpp:676(RPSocketExchangeData): Beginning data exchange:   <RPSocket 0x103d070e0: Host-3006c83e614fd4a1419ac241 fd=15>  <==>  <RPSocket 0x103d060a0: Client-3006c83e614fd4a1419ac241 fd=14>
2016/06/16 05:57:40.815225:	Jun 15 21:56:10 PurpleReverseProxy[7] <Notice>: RPSocket.cpp:341(FinalizeRPSocket): Closed <RPSocket 0x103e007d0: NotifyConn fd=-1> after reading 73 bytes and writing 4 bytes
2016/06/16 05:57:40.836982:	Jun 15 21:56:10 restored[6] <Notice>: ReverseProxyDevice.c:84(copyProxyDictionaryForURL): Returning 'socks://127.0.0.1:1081/' for 'https://fdrds.apple.com:8443/dm/data/seal:00008010%2D001620C230A0213A'
2016/06/16 05:57:40.851098:	Jun 15 21:56:10 restored[6] <Notice>: RPSocket.cpp:341(FinalizeRPSocket): Closed <RPSocket 0x15fe18610: (null) fd=-1> after reading 56 bytes and writing 65 bytes
2016/06/16 05:57:40.859513:	Jun 15 21:56:10 restored[6] <Notice>: RPSocket.cpp:341(FinalizeRPSocket): Closed <RPSocket 0x15fd0bb40: (null) fd=-1> after reading 4 bytes and writing 73 bytes
2016/06/16 05:57:40.870540:	Jun 15 21:56:10 PurpleReverseProxy[7] <Notice>: RPSocket.cpp:654(ExchangeDataHelper): EOF from <RPSocket 0x103d060a0: Client-3006c83e614fd4a1419ac241 fd=14>
2016/06/16 05:57:40.881753:	_AMFDRHttpMessageSendSync: ^^^^^^^^^^^^^^^^^^^^^^^^^ BEGIN httpRequest ^^^^^^^^^^^^^^^^^^^^^^^^^
2016/06/16 05:57:40.891142:	Jun 15 21:56:10 PurpleReverseProxy[7] <Notice>: RPSocket.cpp:344(FinalizeRPSock
2016/06/16 05:57:40.899093:	et): Ending xpc transaction for <RPSocket 0x103e007d0: NotifyConn fd=-1>
2016/06/16 05:57:40.906518:	_AMFDRHttpLogResponse: header count=11 status=200
2016/06/16 05:57:40.916854:	Jun 15 21:56:10 PurpleReverseProxy[7] <Notice>: RPSocket.cpp:654(ExchangeDataHelper): EOF from <RPSocket 0x103d070e0: Host-3006c83e614fd4a1419ac241 fd=15>
2016/06/16 05:57:40.922743:	_AMFDRHttpLogResponse: Content-Type: application/octet-stream
2016/06/16 05:57:40.942274:	Jun 15 21:56:10 PurpleReverseProxy[7] <Notice>: RPSocket.cpp:341(FinalizeRPSocket): Closed <RPSocket 0x103d060a0: Client-3006c83e614fd4a1419ac241 fd=-1> after reading 65 bytes and writing 56 bytes
2016/06/16 05:57:40.943279:	_AMFDRHttpLogResponse: x-fdr-client-id: 6228467899179322
2016/06/16 05:57:40.953860:	Jun 15 21:56:10 PurpleReverseProxy[7] <Notice>: RPSocket.cpp:344(FinalizeRPSocket): Ending xpc transaction for <RPSocket 0x103d060a0: Client-3006c83e614fd4a1419ac241 fd=-1>
2016/06/16 05:57:40.954159:	_AMFDRHttpLogResponse: x-fdr-libFDR-tag: @(#)PROGRAM:FDR  PROJECT:libFDR-236
2016/06/16 05:57:40.971440:	Jun 15 21:56:10 PurpleReverseProxy[7] <Notice>: RPSocket.cpp:341(FinalizeRPSocket): Closed <RPSocket 0x103d070e0: Host-3006c83e614fd4a1419ac241 fd=-1> after reading 56 bytes and writing 65 bytes
2016/06/16 05:57:40.990117:	_AMFDRHttpLogResponse: x-fdr-request-uuid: B1640858-EC4A-4FDA-8B1B-654B99D9715C
